time;level;AC powered;USB powered;Wireless powered;status;health;present;scale;voltage;temperature;technology;
1441546150;85;true;false;false;2;2;true;100;4135;330;Li-ion;
1441546155;85;true;false;false;2;2;true;100;4135;330;Li-ion;
1441546161;85;true;false;false;2;2;true;100;4136;330;Li-ion;
1441546166;85;true;false;false;2;2;true;100;4136;330;Li-ion;
1441546171;85;true;false;false;2;2;true;100;4136;330;Li-ion;
1441546176;85;true;false;false;2;2;true;100;4136;330;Li-ion;
1441546181;85;true;false;false;2;2;true;100;4137;330;Li-ion;
1441546186;85;true;false;false;2;2;true;100;4137;330;Li-ion;
1441546191;85;true;false;false;2;2;true;100;4138;330;Li-ion;
1441546196;85;true;false;false;2;2;true;100;4138;330;Li-ion;
1441546202;86;true;false;false;2;2;true;100;4139;330;Li-ion;
1441546207;86;true;false;false;2;2;true;100;4139;330;Li-ion;
1441546212;86;true;false;false;2;2;true;100;4140;330;Li-ion;
1441546217;86;true;false;false;2;2;true;100;4140;330;Li-ion;
1441546222;86;true;false;false;2;2;true;100;4141;330;Li-ion;
1441546227;86;true;false;false;2;2;true;100;4141;330;Li-ion;
1441546232;86;true;false;false;2;2;true;100;4141;330;Li-ion;
1441546237;86;true;false;false;2;2;true;100;4141;330;Li-ion;
1441546242;86;true;false;false;2;2;true;100;4142;330;Li-ion;
1441546248;86;true;false;false;2;2;true;100;4142;330;Li-ion;
1441546253;86;true;false;false;2;2;true;100;4143;330;Li-ion;
1441546258;86;true;false;false;2;2;true;100;4143;330;Li-ion;
1441546263;86;true;false;false;2;2;true;100;4144;330;Li-ion;
1441546268;86;true;false;false;2;2;true;100;4144;330;Li-ion;
1441546273;86;true;false;false;2;2;true;100;4145;330;Li-ion;
1441546278;86;true;false;false;2;2;true;100;4146;330;Li-ion;
1441546284;86;true;false;false;2;2;true;100;4146;330;Li-ion;
1441546289;86;true;false;false;2;2;true;100;4147;330;Li-ion;
1441546294;86;true;false;false;2;2;true;100;4147;330;Li-ion;
1441546299;86;true;false;false;2;2;true;100;4147;330;Li-ion;
1441546304;86;true;false;false;2;2;true;100;4147;330;Li-ion;
1441546309;87;true;false;false;2;2;true;100;4148;330;Li-ion;
1441546315;87;true;false;false;2;2;true;100;4148;330;Li-ion;
1441546320;87;true;false;false;2;2;true;100;4149;330;Li-ion;
1441546325;87;true;false;false;2;2;true;100;4149;330;Li-ion;
1441546330;87;true;false;false;2;2;true;100;4150;330;Li-ion;
1441546335;87;true;false;false;2;2;true;100;4150;330;Li-ion;
1441546340;87;true;false;false;2;2;true;100;4151;330;Li-ion;
1441546346;87;true;false;false;2;2;true;100;4151;330;Li-ion;
1441546351;87;true;false;false;2;2;true;100;4152;330;Li-ion;
1441546356;87;true;false;false;2;2;true;100;4152;330;Li-ion;
1441546361;87;true;false;false;2;2;true;100;4153;330;Li-ion;
1441546366;87;true;false;false;2;2;true;100;4153;330;Li-ion;
1441546372;87;true;false;false;2;2;true;100;4154;330;Li-ion;
1441546377;87;true;false;false;2;2;true;100;4154;330;Li-ion;
1441546382;87;true;false;false;2;2;true;100;4155;330;Li-ion;
1441546387;87;true;false;false;2;2;true;100;4155;330;Li-ion;
1441546392;87;true;false;false;2;2;true;100;4156;330;Li-ion;
1441546397;87;true;false;false;2;2;true;100;4156;330;Li-ion;
1441546403;87;true;false;false;2;2;true;100;4157;330;Li-ion;
1441546408;87;true;false;false;2;2;true;100;4157;330;Li-ion;
1441546413;87;true;false;false;2;2;true;100;4158;330;Li-ion;
1441546418;87;true;false;false;2;2;true;100;4158;330;Li-ion;
1441546423;87;true;false;false;2;2;true;100;4159;330;Li-ion;
1441546428;87;true;false;false;2;2;true;100;4159;330;Li-ion;
1441546433;88;true;false;false;2;2;true;100;4160;330;Li-ion;
1441546439;88;true;false;false;2;2;true;100;4160;330;Li-ion;
1441546444;88;true;false;false;2;2;true;100;4161;330;Li-ion;
1441546449;88;true;false;false;2;2;true;100;4162;330;Li-ion;
1441546454;88;true;false;false;2;2;true;100;4162;330;Li-ion;
1441546459;88;true;false;false;2;2;true;100;4163;330;Li-ion;
1441546464;88;true;false;false;2;2;true;100;4163;330;Li-ion;
1441546469;88;true;false;false;2;2;true;100;4164;330;Li-ion;
1441546474;88;true;false;false;2;2;true;100;4164;330;Li-ion;
1441546479;88;true;false;false;2;2;true;100;4165;330;Li-ion;
1441546485;88;true;false;false;2;2;true;100;4165;330;Li-ion;
1441546490;88;true;false;false;2;2;true;100;4166;330;Li-ion;
1441546495;88;true;false;false;2;2;true;100;4166;330;Li-ion;
1441546500;88;true;false;false;2;2;true;100;4167;330;Li-ion;
1441546505;88;true;false;false;2;2;true;100;4167;330;Li-ion;
1441546510;88;true;false;false;2;2;true;100;4168;330;Li-ion;
1441546515;88;true;false;false;2;2;true;100;4168;330;Li-ion;
1441546520;88;true;false;false;2;2;true;100;4169;330;Li-ion;
1441546526;88;true;false;false;2;2;true;100;4169;330;Li-ion;
1441546531;88;true;false;false;2;2;true;100;4170;330;Li-ion;
1441546536;88;true;false;false;2;2;true;100;4170;330;Li-ion;
1441546541;89;true;false;false;2;2;true;100;4171;330;Li-ion;
1441546546;89;true;false;false;2;2;true;100;4171;330;Li-ion;
1441546551;89;true;false;false;2;2;true;100;4172;330;Li-ion;
1441546556;89;true;false;false;2;2;true;100;4172;330;Li-ion;
1441546562;89;true;false;false;2;2;true;100;4173;330;Li-ion;
1441546567;89;true;false;false;2;2;true;100;4173;330;Li-ion;
1441546572;89;true;false;false;2;2;true;100;4173;330;Li-ion;
1441546577;89;true;false;false;2;2;true;100;4173;330;Li-ion;
1441546582;89;true;false;false;2;2;true;100;4174;330;Li-ion;
1441546587;89;true;false;false;2;2;true;100;4174;330;Li-ion;
1441546592;89;true;false;false;2;2;true;100;4175;330;Li-ion;
1441546597;89;true;false;false;2;2;true;100;4175;330;Li-ion;
1441546603;89;true;false;false;2;2;true;100;4176;330;Li-ion;
1441546608;89;true;false;false;2;2;true;100;4176;330;Li-ion;
1441546613;89;true;false;false;2;2;true;100;4177;330;Li-ion;
1441546618;89;true;false;false;2;2;true;100;4177;330;Li-ion;
1441546623;89;true;false;false;2;2;true;100;4178;330;Li-ion;
1441546628;89;true;false;false;2;2;true;100;4178;330;Li-ion;
1441546633;89;true;false;false;2;2;true;100;4179;330;Li-ion;
1441546638;89;true;false;false;2;2;true;100;4179;330;Li-ion;
1441546644;89;true;false;false;2;2;true;100;4179;330;Li-ion;
1441546649;90;true;false;false;2;2;true;100;4180;330;Li-ion;
1441546654;90;true;false;false;2;2;true;100;4180;330;Li-ion;
1441546659;90;true;false;false;2;2;true;100;4181;330;Li-ion;
1441546664;90;true;false;false;2;2;true;100;4181;330;Li-ion;
1441546669;90;true;false;false;2;2;true;100;4182;330;Li-ion;
1441546674;90;true;false;false;2;2;true;100;4182;330;Li-ion;
1441546679;90;true;false;false;2;2;true;100;4182;330;Li-ion;
1441546685;90;true;false;false;2;2;true;100;4182;330;Li-ion;
1441546690;90;true;false;false;2;2;true;100;4183;330;Li-ion;
1441546695;90;true;false;false;2;2;true;100;4183;330;Li-ion;
1441546700;90;true;false;false;2;2;true;100;4184;330;Li-ion;
1441546705;90;true;false;false;2;2;true;100;4184;330;Li-ion;
1441546710;90;true;false;false;2;2;true;100;4185;330;Li-ion;
1441546715;90;true;false;false;2;2;true;100;4185;330;Li-ion;
1441546720;90;true;false;false;2;2;true;100;4185;330;Li-ion;
1441546725;90;true;false;false;2;2;true;100;4185;330;Li-ion;
1441546730;90;true;false;false;2;2;true;100;4186;330;Li-ion;
1441546735;90;true;false;false;2;2;true;100;4186;330;Li-ion;
1441546740;90;true;false;false;2;2;true;100;4186;330;Li-ion;
1441546745;90;true;false;false;2;2;true;100;4186;330;Li-ion;
1441546751;90;true;false;false;2;2;true;100;4187;330;Li-ion;
1441546756;90;true;false;false;2;2;true;100;4187;330;Li-ion;
1441546761;91;true;false;false;2;2;true;100;4188;330;Li-ion;
1441546766;91;true;false;false;2;2;true;100;4188;330;Li-ion;
1441546771;91;true;false;false;2;2;true;100;4188;330;Li-ion;
1441546777;91;true;false;false;2;2;true;100;4188;330;Li-ion;
1441546782;91;true;false;false;2;2;true;100;4189;330;Li-ion;
1441546787;91;true;false;false;2;2;true;100;4189;330;Li-ion;
1441546792;91;true;false;false;2;2;true;100;4189;330;Li-ion;
1441546797;91;true;false;false;2;2;true;100;4189;330;Li-ion;
1441546802;91;true;false;false;2;2;true;100;4190;330;Li-ion;
1441546808;91;true;false;false;2;2;true;100;4190;330;Li-ion;
1441546813;91;true;false;false;2;2;true;100;4190;330;Li-ion;
1441546818;91;true;false;false;2;2;true;100;4190;330;Li-ion;
1441546823;91;true;false;false;2;2;true;100;4191;330;Li-ion;
1441546828;91;true;false;false;2;2;true;100;4191;330;Li-ion;
1441546833;91;true;false;false;2;2;true;100;4191;320;Li-ion;
1441546838;91;true;false;false;2;2;true;100;4191;320;Li-ion;
1441546843;91;true;false;false;2;2;true;100;4192;320;Li-ion;
1441546849;91;true;false;false;2;2;true;100;4192;320;Li-ion;
1441546854;91;true;false;false;2;2;true;100;4192;320;Li-ion;
1441546859;91;true;false;false;2;2;true;100;4193;320;Li-ion;
1441546864;91;true;false;false;2;2;true;100;4193;320;Li-ion;
1441546869;91;true;false;false;2;2;true;100;4193;320;Li-ion;
1441546874;91;true;false;false;2;2;true;100;4193;320;Li-ion;
1441546879;91;true;false;false;2;2;true;100;4194;320;Li-ion;
1441546884;91;true;false;false;2;2;true;100;4194;320;Li-ion;
1441546889;92;true;false;false;2;2;true;100;4194;320;Li-ion;
1441546894;92;true;false;false;2;2;true;100;4194;320;Li-ion;
1441546899;92;true;false;false;2;2;true;100;4194;320;Li-ion;
1441546905;92;true;false;false;2;2;true;100;4194;320;Li-ion;
1441546910;92;true;false;false;2;2;true;100;4195;320;Li-ion;
1441546915;92;true;false;false;2;2;true;100;4195;320;Li-ion;
1441546920;92;true;false;false;2;2;true;100;4195;320;Li-ion;
1441546925;92;true;false;false;2;2;true;100;4195;320;Li-ion;
1441546930;92;true;false;false;2;2;true;100;4195;320;Li-ion;
1441546935;92;true;false;false;2;2;true;100;4195;320;Li-ion;
1441546940;92;true;false;false;2;2;true;100;4196;320;Li-ion;
1441546945;92;true;false;false;2;2;true;100;4196;320;Li-ion;
1441546951;92;true;false;false;2;2;true;100;4196;320;Li-ion;
1441546956;92;true;false;false;2;2;true;100;4196;320;Li-ion;
1441546961;92;true;false;false;2;2;true;100;4196;320;Li-ion;
1441546966;92;true;false;false;2;2;true;100;4196;320;Li-ion;
1441546971;92;true;false;false;2;2;true;100;4197;320;Li-ion;
1441546977;92;true;false;false;2;2;true;100;4197;320;Li-ion;
1441546982;92;true;false;false;2;2;true;100;4197;320;Li-ion;
1441546987;92;true;false;false;2;2;true;100;4197;320;Li-ion;
1441546992;92;true;false;false;2;2;true;100;4197;320;Li-ion;
1441546998;92;true;false;false;2;2;true;100;4197;320;Li-ion;
1441547003;92;true;false;false;2;2;true;100;4198;320;Li-ion;
1441547008;92;true;false;false;2;2;true;100;4198;320;Li-ion;
1441547013;93;true;false;false;2;2;true;100;4198;320;Li-ion;
1441547018;93;true;false;false;2;2;true;100;4198;320;Li-ion;
1441547023;93;true;false;false;2;2;true;100;4198;320;Li-ion;
1441547029;93;true;false;false;2;2;true;100;4198;320;Li-ion;
1441547034;93;true;false;false;2;2;true;100;4198;320;Li-ion;
1441547039;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547044;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547049;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547054;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547060;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547065;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547070;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547075;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547080;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547085;93;true;false;false;2;2;true;100;4199;320;Li-ion;
1441547091;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547096;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547101;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547106;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547112;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547117;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547122;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547127;93;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547132;94;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547137;94;true;false;false;2;2;true;100;4200;320;Li-ion;
1441547142;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547147;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547152;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547158;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547163;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547168;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547173;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547178;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547183;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547188;94;true;false;false;2;2;true;100;4201;320;Li-ion;
1441547194;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547199;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547204;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547209;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547214;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547219;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547224;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547229;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547235;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547240;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547245;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547250;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547255;94;true;false;false;2;2;true;100;4202;320;Li-ion;
1441547260;94;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547266;94;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547271;94;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547276;94;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547281;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547286;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547291;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547297;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547302;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547307;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547312;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547318;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547323;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547328;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547333;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547338;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547343;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547349;95;true;false;false;2;2;true;100;4203;320;Li-ion;
1441547354;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547359;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547364;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547369;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547374;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547379;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547385;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547390;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547395;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547400;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547405;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547410;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547415;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547420;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547426;95;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547431;96;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547436;96;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547441;96;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547446;96;true;false;false;2;2;true;100;4204;320;Li-ion;
1441547452;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547457;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547462;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547467;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547472;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547477;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547482;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547488;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547493;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547498;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547503;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547508;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547513;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547518;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547523;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547528;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547533;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547539;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547544;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547549;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547554;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547559;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547564;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547569;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547574;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547579;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547584;96;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547590;97;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547595;97;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547600;97;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547605;97;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547610;97;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547615;97;true;false;false;2;2;true;100;4205;320;Li-ion;
1441547620;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547625;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547630;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547635;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547641;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547646;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547651;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547656;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547661;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547666;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547671;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547676;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547682;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547687;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547692;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547697;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547702;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547707;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547712;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547718;97;true;false;false;2;2;true;100;4206;320;Li-ion;
1441547723;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547728;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547733;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547738;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547743;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547748;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547753;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547758;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547764;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547769;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547774;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547779;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547784;97;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547789;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547794;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547799;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547804;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547810;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547815;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547820;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547825;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547830;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547835;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547840;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547845;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547851;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547856;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547861;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547866;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547871;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547876;98;true;false;false;2;2;true;100;4206;310;Li-ion;
1441547881;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547886;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547891;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547897;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547902;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547907;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547912;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547917;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547922;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547928;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547933;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547938;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547943;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547948;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547953;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547959;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547964;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547969;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547974;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547979;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547984;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547989;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547994;98;true;false;false;2;2;true;100;4207;310;Li-ion;
1441547999;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548005;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548010;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548015;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548020;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548025;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548030;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548035;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548040;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548045;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548050;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548056;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548061;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548066;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548071;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548076;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548082;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548087;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548092;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548097;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548102;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548107;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548113;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548118;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548123;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548128;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548133;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548139;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548144;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548149;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548154;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548159;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548164;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548169;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548174;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548179;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548184;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548190;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548195;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548200;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548205;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548210;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548215;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548220;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548225;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548230;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548235;99;true;false;false;2;2;true;100;4207;310;Li-ion;
1441548241;100;true;false;false;5;2;true;100;4207;310;Li-ion;
